BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon
BR4918251,TN,MACON,36.5189654,-86.0335606
BW5384817,TN,MACON,36.5193177,-86.0382741
BF5880910,TN,MACON,36.5322479,-86.0301164
BL3310098,TN,HENDERSON,35.6538899,-88.3968673
FF0584020,TN,HENDERSON,35.6543238,-88.3973979
BW9373616,TN,HENDERSON,35.6570649,-88.4122233
AJ8497631,TN,HENDERSON,35.6535301,-88.3956037
BP4736508,TN,HENDERSON,35.6549134,-88.4000126
FF1480160,TN,HENDERSON,35.6560421,-88.4140293
AB6247779,TN,MADISON,35.6141395,-88.820673
BW6383272,TN,MADISON,35.695512,-88.8292266
FP1060918,TN,MADISON,35.694358,-88.8290391
BN3897797,TN,MADISON,35.694358,-88.8290391
AS7515349,TN,SCOTT,36.4117805,-84.5215012
FF2770851,TN,WILLIAMSON,35.9714383,-87.1296696
FP2445371,TN,WILLIAMSON,35.9737318,-87.1305227
BK6210342,TN,WILLIAMSON,35.9325355,-86.8795935
BH0689197,TN,WILLIAMSON,35.9319863,-86.8763657
FH1022374,TN,WILLIAMSON,35.8693184,-86.8459939
AD2509961,TN,HICKMAN,35.908132,-87.3347361
AP0393669,TN,MARSHALL,35.448804,-86.788674
AH5255408,TN,MARSHALL,35.4491777,-86.794138
BT4027694,TN,MARSHALL,35.4499052,-86.7981998
BC8613514,TN,SEQUATCHIE,35.3773446,-85.3862273
AR1097826,TN,SEQUATCHIE,35.3626174,-85.3938757
FW0633722,TN,SEQUATCHIE,35.3617126,-85.395551
FW0096671,TN,SEQUATCHIE,35.3862611,-85.3822408
BB7228338,TN,SEQUATCHIE,35.3584993,-85.3965189
BW8129719,TN,SEVIER,35.870955,-83.7586536
BF7399531,TN,SEVIER,35.8689258,-83.7559037
BK5214729,TN,SEVIER,35.8777487,-83.7743226
BP1448073,TN,SUMNER,36.3915623,-86.4346618
BR3393472,TN,SUMNER,36.3913442,-86.4327549
BS7375555,TN,SUMNER,36.3895773,-86.4340878
BK8893693,TN,SUMNER,36.3332798,-86.6235113
BT8163646,TN,SUMNER,36.3350189,-86.6259929
FW0040105,TN,DAVIDSON,36.3296345,-86.6967915
FP0012841,TN,DAVIDSON,36.3315448,-86.6991003
BF5933658,TN,HICKMAN,35.8358432,-87.4315182
BR3626681,TN,HICKMAN,35.7978406,-87.436746
BF6773370,TN,HOUSTON,36.3198351,-87.6742185
BF5933660,TN,MAURY,35.5422473,-87.2015542
BR4749529,TN,MAURY,35.5456819,-87.2004257
AW6978324,TN,MEIGS,35.5203608,-84.7906773
BR9008714,TN,MEIGS,35.519719,-84.787877
AW3095773,TN,SHELBY,35.1345268,-89.9993247
BK3548750,TN,SHELBY,35.135904,-90.0009074
BM8622753,TN,SHELBY,35.1383089,-90.0026957
BS5637206,TN,SHELBY,35.1355803,-90.0019854
FT2804599,TN,SHELBY,35.1334958,-89.9907462
BW6084622,TN,SHELBY,35.1372743,-90.0287887
AH0383529,TN,SHELBY,35.086728,-90.044753
AW0408244,TN,SHELBY,35.1051082,-89.9863766
AK3115943,TN,SHELBY,35.1057116,-89.9881962
AC9513208,TN,SHELBY,35.080662,-90.0192473
BS6577475,TN,SHELBY,35.0831848,-89.93379
FC1244297,TN,SHELBY,35.1336067,-89.8609107
BS5637016,TN,SHELBY,35.2183095,-90.004198
BK6711421,TN,WASHINGTON,36.3003475,-82.3798992
BR1171444,TN,WASHINGTON,36.3006825,-82.37731
AF8060319,TN,WASHINGTON,36.4200827,-82.6267768
BM9119719,TN,HUMPHREYS,36.0838947,-87.7979879
BW9227871,TN,HUMPHREYS,36.083392,-87.801413
BF6206963,TN,HUMPHREYS,36.0845503,-87.811217
BW5451721,TN,HUMPHREYS,36.0842603,-87.8327177
FM0806111,TN,HUMPHREYS,36.0200693,-87.9670767
AD0398164,TN,MONROE,35.5194433,-84.3636931
AW8226739,TN,MONTGOMERY,36.5684008,-87.4052949
BT5676715,TN,MONTGOMERY,36.4782908,-87.3772736
BF6115023,TN,MONTGOMERY,36.4678754,-87.390277
AW0410427,TN,SHELBY,35.0619326,-89.9063923
BT8711168,TN,SHELBY,35.147798,-90.0409302
BF8876154,TN,SHELBY,35.3511701,-89.9017667
BW5366491,TN,SHELBY,35.3578091,-89.8977374
BK6227119,TN,SHELBY,35.3458109,-89.9064601
BW8827454,TN,MAURY,35.774702,-86.9155327
BR6259976,TN,MAURY,35.7752944,-86.9127903
BO4763531,TN,WILSON,36.200874,-86.2916687
BR9131804,TN,WILSON,36.212532,-86.3085945
BW5452014,TN,RUTHERFORD,35.8507004,-86.4282921
FW2759453,TN,RUTHERFORD,35.8585462,-86.4308011
FG1082089,TN,RUTHERFORD,35.8796817,-86.4222717
BW7022560,TN,RUTHERFORD,35.8455842,-86.4409631
BK5997082,TN,RUTHERFORD,35.8436627,-86.4418138
FW1115282,TN,RUTHERFORD,35.8110789,-86.4602364
FP2270558,TN,RUTHERFORD,35.8126701,-86.4576064
FU3184378,TN,RUTHERFORD,35.8422608,-86.4454169
FP1065223,TN,RUTHERFORD,35.9121468,-86.3861161
FL3020269,TN,RUTHERFORD,35.7823572,-86.4002596
BW7756793,TN,RUTHERFORD,35.9100609,-86.3843094
FM0920151,TN,RUTHERFORD,35.8465695,-86.3582114
FT1829615,TN,RUTHERFORD,35.8252436,-86.4194418
BR8556295,TN,RUTHERFORD,35.8064046,-86.3986772
BE8556295,TN,RUTHERFORD,35.8064046,-86.3986772
FA2915861,TN,RUTHERFORD,35.8111189,-86.3678296
FP0184111,TN,RUTHERFORD,35.8131878,-86.368365
BB6187202,TN,RUTHERFORD,35.8131878,-86.368365
AC0391538,TN,RUTHERFORD,35.9755702,-86.5121687
BR5292204,TN,RUTHERFORD,35.9769179,-86.5125042
BR5157373,TN,RUTHERFORD,35.9853647,-86.4955089
AK1549407,TN,RUTHERFORD,35.9931625,-86.5257057
BE5292204,TN,RUTHERFORD,35.9769179,-86.5125042
FS3534838,TN,RUTHERFORD,35.974727,-86.504333
BW5451745,TN,RUTHERFORD,35.9706512,-86.49497
BW9115367,TN,RUTHERFORD,35.9726211,-86.493897
BK3169390,TN,RUTHERFORD,35.9679885,-86.5035283
BC7570294,TN,RUTHERFORD,35.9727897,-86.4895425
FW1224891,TN,RUTHERFORD,35.9727897,-86.4895425
BM8436621,TN,SCOTT,36.4796876,-84.535847
FW0417495,TN,SCOTT,36.5129052,-84.5084137
BR1666479,TN,SCOTT,36.5071741,-84.5133503
BW6495344,TN,SCOTT,36.5132522,-84.506192
AR2301872,TN,SCOTT,36.5152732,-84.5049721
AP5103281,TN,SCOTT,36.4972107,-84.5196793
AD2980957,TN,SCOTT,36.5179971,-84.5045537
FD1939644,TN,SCOTT,36.5179971,-84.5045537
FF0660298,TN,SEVIER,35.9638323,-83.5920828
FL0676277,TN,SEVIER,35.9163356,-83.6705868
BT2782135,TN,SHELBY,35.06276,-89.9045316
BW5385061,TN,SHELBY,35.078114,-89.893934
BL9036953,TN,SEVIER,35.8571675,-83.5690701
BW5451783,TN,SEVIER,35.838104,-83.5744735
BW4009444,TN,SEVIER,35.8282036,-83.5752256
BW7751591,TN,SEVIER,35.869226,-83.5685947
BD9461358,TN,SEVIER,35.8462319,-83.5419559
AS0386549,TN,SEVIER,35.8651563,-83.5682097
BS9110002,TN,SEVIER,35.8685498,-83.5679154
BF8518687,TN,SEVIER,35.8633144,-83.5503977
BL9569762,TN,SEVIER,35.8492447,-83.5347813
FW1630296,TN,SEVIER,35.8637551,-83.5074368
BS8484925,TN,SEVIER,35.864634,-83.542547
FE3202001,TN,SEVIER,35.8483632,-83.5362469
BR4718966,TN,SEVIER,35.8629528,-83.546077
FW1616359,TN,SEVIER,35.7115293,-83.5191107
BS5637042,TN,SHELBY,35.1569304,-90.0255246
BI5636886,TN,SHELBY,35.1333284,-89.9895968
FW1914995,TN,SHELBY,35.1333284,-89.9895968
AW0398645,TN,SHELBY,35.1356231,-90.0070858
AW0408179,TN,SHELBY,35.1433354,-90.0151205
BC7311549,TN,SHELBY,35.1368901,-90.0139543
BM0931661,TN,SHELBY,35.1362006,-90.0195872
FW3121390,TN,SHELBY,35.1368901,-90.0139543
BS9794872,TN,SHELBY,35.134599,-90.017076
BL5371137,TN,SHELBY,35.1439659,-90.0336357
AW2176457,TN,SHELBY,35.0972076,-90.0563569
BK1409021,TN,SHELBY,35.0934655,-90.0570518
BR6635467,TN,ROANE,35.9361778,-84.5502273
AC0405109,TN,ROANE,35.934389,-84.552068
AW0408232,TN,SHELBY,35.1164294,-89.9059852
BR6259560,TN,SHELBY,35.0918529,-89.9074348
BT5838466,TN,SHELBY,35.1130065,-89.902538
BP5602443,TN,SHELBY,35.1107964,-89.8899442
BM6635974,TN,SHELBY,35.1064585,-89.8836382
BK0915302,TN,SHELBY,35.1163452,-89.8942138
FW1915024,TN,SHELBY,35.1100648,-89.8887341
BT7052068,TN,SHELBY,35.109337,-89.8879312
AW2197348,TN,SHELBY,35.2168217,-90.0028415
AT7272088,TN,ROBERTSON,36.548588,-86.6969921
BW7558793,TN,RUTHERFORD,35.9869773,-86.5500997
BK6882737,TN,RUTHERFORD,35.9837742,-86.5509655
BH0688830,TN,RUTHERFORD,35.9854601,-86.548785
BS8527725,TN,RUTHERFORD,35.9742747,-86.5660972
BP9066449,TN,RUTHERFORD,35.9798187,-86.5549771
FT0708303,TN,RUTHERFORD,35.9797497,-86.5713732
FK3518947,TN,RUTHERFORD,35.9742747,-86.5660972
BK3996696,TN,SHELBY,35.0614055,-89.9048055
FC2313978,TN,SHELBY,35.05183,-89.883151
BN8304014,TN,SHELBY,35.1822108,-89.8950539
BS6577487,TN,SHELBY,35.1847493,-89.8942339
BW7861710,TN,SHELBY,35.1717619,-89.8694614
BW2706503,TN,SHELBY,35.2041826,-89.8399103
BK1838905,TN,SHELBY,35.2030561,-89.8630118
BK3870703,TN,SHELBY,35.2050247,-89.8354959
BW0976261,TN,SHELBY,35.2073233,-89.8938485
AW7993581,TN,SHELBY,35.2055842,-89.8649069
BS9083825,TN,SHELBY,35.1928401,-89.8369652
BF3216125,TN,SHELBY,35.1722613,-89.8665154
FS0123620,TN,SHELBY,35.1928401,-89.8369652
BK5636519,TN,SHELBY,35.1708488,-89.7954096
BL9601318,TN,RUTHERFORD,35.9218012,-86.303911
BA9132806,TN,RUTHERFORD,35.9282287,-86.2728138
BS8976815,TN,SHELBY,35.2025791,-89.7618926
BW6623222,TN,SHELBY,35.2037048,-89.759888900000007
BK3072725,TN,SHELBY,35.2024658,-89.7618708
BW7717448,TN,SHELBY,35.1781137,-89.7571246
AW6985812,TN,SHELBY,35.101238,-89.8524647
BW2441068,TN,SHELBY,35.1295083,-89.8603977
BM3944534,TN,SHELBY,35.1296294,-89.8561325
BK8995574,TN,SHELBY,35.1004671,-89.8409762
FW0764515,TN,TIPTON,35.4430033,-89.7927412
BK9969760,TN,TIPTON,35.3961297,-89.8502444
BB9720017,TN,TIPTON,35.4736056,-89.7466137
BS5637167,TN,SHELBY,35.0869659,-89.8602164
BS9717464,TN,SHELBY,35.0981741,-89.8631522
FC1912561,TN,SHELBY,35.0981741,-89.8631522
BS7860732,TN,SHELBY,35.086874,-89.859603
BA3968077,TN,SHELBY,35.0977274,-89.8631845
FT1254832,TN,SHELBY,35.100917,-89.8634708
FT2909717,TN,SHELBY,35.0864754,-89.85935
BW1373517,TN,SHELBY,35.0699435,-89.843406
BK8174485,TN,SHELBY,35.0717338,-89.8438012
FF3525170,TN,SHELBY,35.0708504,-89.8463686
BW5384932,TN,SHELBY,35.047802,-89.811162
BK7133678,TN,SHELBY,35.0489358,-89.7350364
BW6455453,TN,SHELBY,35.0476755,-89.7962442
BW7452066,TN,SHELBY,35.0477309,-89.7333743
BT0976336,TN,SHELBY,35.0593766,-89.7937583
BT9442699,TN,SHELBY,35.046579,-89.8068855
BK6220925,TN,SHELBY,35.0493959,-89.7976067
BC6556964,TN,SHELBY,35.0462192,-89.797219
BS6926692,TN,SHELBY,35.0493421,-89.813329
AW8947915,TN,SHELBY,35.0962151,-89.8083025
BW7189144,TN,SHELBY,35.113688,-89.8032863
BK4276728,TN,SHELBY,35.0958682,-89.8106196
BJ7092618,TN,SHELBY,35.1136656,-89.8032291
BR8527701,TN,SHELBY,35.1122275,-89.8051086
AJ6054996,MS,PANOLA,35.090856,-89.8128569
FH0503917,TN,TROUSDALE,36.3982623,-86.1596341
BF5611404,TN,TROUSDALE,36.3943444,-86.1655864
BR3693098,TN,TROUSDALE,36.397444,-86.1597123
BW6718019,TN,SHELBY,35.0958862,-89.7291192
BW7711016,TN,SHELBY,35.0611963,-89.8666686
FT2416356,TN,SHELBY,35.0695407,-89.8562098
BW4187197,TN,SHELBY,35.0500337,-89.8856652
BW8051409,TN,SHELBY,35.0198983,-89.832029
FL0413067,TN,SHELBY,35.0194764,-89.8382484
FT1671660,TN,SHELBY,35.020263,-89.95287
BR3404352,TN,UNION,36.2260178,-83.8438631
BW3466958,TN,SHELBY,35.0347946,-90.0745572
AF8420630,TN,SHELBY,35.0372469,-89.9357198
BN7007431,TN,SHELBY,35.0372469,-89.9357198
AS2660365,TN,SMITH,36.2624682,-85.9509921
BH6069834,TN,SMITH,36.2658999,-85.957095
BW5451771,TN,SMITH,36.2455029,-85.9389429
BR5292355,TN,SMITH,36.2660984,-85.9582586
BE5292355,TN,SMITH,36.2660984,-85.9582586
FG0227163,TN,SMITH,36.1736681,-85.9478192
BD9543908,TN,STEWART,36.4817448,-87.8826288
BF5588756,TN,STEWART,36.4798627,-87.8932484
AB2538277,TN,SULLIVAN,36.5497008,-82.5186508
BH5808843,TN,SULLIVAN,36.5470243,-82.5184569
BT2288199,TN,SULLIVAN,36.5464908,-82.5206554
FB2451728,TN,SULLIVAN,36.5497008,-82.5186508
BA3944522,TN,SULLIVAN,36.5464908,-82.5206554
AC0391514,TN,SULLIVAN,36.4831045,-82.4994224
AS0396879,TN,SULLIVAN,36.5068774,-82.5545543
BB5149364,TN,SULLIVAN,36.5824165,-82.4956855
BM3996812,TN,SULLIVAN,36.5854658,-82.256802
FW2230845,TN,SULLIVAN,36.5854658,-82.256802
BB4024787,TN,SULLIVAN,36.5788689,-82.2403431
BR0224941,TN,SULLIVAN,36.5822345,-82.1693024
BW5451923,TN,WARREN,35.6989578,-85.7881271
AC0401404,TN,WASHINGTON,36.3046825,-82.3404841
BF8273485,TN,WASHINGTON,36.3020894,-82.3377645
BW9280582,TN,SULLIVAN,36.4264815,-82.3161554
BP0270671,TN,SULLIVAN,36.4161357,-82.327963
BR4247551,TN,SULLIVAN,36.4161357,-82.327963
BF9089601,TN,WILLIAMSON,35.9591215,-86.8026537
BW7449754,TN,WILLIAMSON,35.959346,-86.801277
BM7547283,TN,WILLIAMSON,35.9489834,-86.8102469
BP8148113,TN,WILLIAMSON,35.9645111,-86.8008993
BW9710143,TN,SULLIVAN,36.5234537,-82.3111876
AG5658705,TN,WASHINGTON,36.4101874,-82.476418
FW0546385,TN,WASHINGTON,36.4112213,-82.472145
BF8998087,TN,WASHINGTON,36.4193053,-82.4710973
BR0932904,TN,WASHINGTON,36.4094926,-82.4727373
BB5451884,TN,WEAKLEY,36.2784555,-88.7114231
BR5322778,TN,WEAKLEY,36.2769128,-88.7132332
FF0276914,TN,WEAKLEY,36.2754959,-88.7040494
FD2464028,TN,WEAKLEY,36.2906187,-88.7082631
FW0378100,TN,SUMNER,36.3575264,-86.5002024
BP9478036,TN,SUMNER,36.3596004,-86.4960382
BR7448649,TN,SUMNER,36.3268262,-86.5609813
BE7448649,TN,SUMNER,36.3268262,-86.5609813
BW8536801,TN,WILLIAMSON,35.9293141,-86.897956
BK9177747,TN,WILLIAMSON,35.8936805,-86.8809098
BT9097444,TN,WILLIAMSON,35.8929517,-86.8809676
FH1694074,TN,WILLIAMSON,35.929064,-86.9184806
FG1058519,TN,WILLIAMSON,35.9285876,-86.9228607
BW5451656,TN,WILLIAMSON,35.9398067,-86.8211926
BH0688828,TN,WILLIAMSON,35.9270598,-86.8249176
BK1535686,TN,WILLIAMSON,35.917196,-86.8303487
BN5698533,TN,WILLIAMSON,35.8940867,-86.8676692
BW6968171,TN,WILLIAMSON,35.913644,-86.8195786
BA8148430,TN,WILLIAMSON,35.9129694,-86.8173694
BW9492240,TN,WILLIAMSON,35.9232191,-86.7951191
BP9387172,TN,WILLIAMSON,35.9247172,-86.7959121
BK7404609,TN,WILLIAMSON,35.784684,-86.9146617
BT9828293,TN,WILLIAMSON,35.7850216,-86.9131923
BP9531888,TN,MAURY,35.7752227,-86.918391
FG2409971,TN,WILLIAMSON,35.8954767,-86.9974776
BW7099840,TN,WILSON,36.2315103,-86.512846
FP1119773,TN,WILSON,36.2329933,-86.5143396
BP6944044,TN,WILSON,36.1858767,-86.5120108
FW1686089,TN,WILSON,36.179176,-86.5160848
BD2211566,TN,WILSON,36.1977302,-86.5161552
FP0681292,TN,WILSON,36.197634,-86.5186811
BR1710614,TN,WILSON,36.1889085,-86.511001
BK4934267,TN,WILSON,36.2293428,-86.5156101
BR5743996,TN,WILSON,36.2303477,-86.5140969
BE5743996,TN,WILSON,36.2303477,-86.5140969
BG2265191,TN,WILSON,36.2200929,-86.3301101
FW1466968,TN,WILSON,36.0997953,-86.1337141
FM0301503,TN,WILLIAMSON,35.9520331,-86.8295855
BP5734593,TN,WILLIAMSON,35.9501749,-86.830741
BW6220901,TN,WILLIAMSON,35.946641,-86.8208181
BK9355973,TN,WILLIAMSON,35.9501749,-86.830741
BS6977079,TN,WILLIAMSON,35.9520331,-86.8295855
BC6441252,TN,WILLIAMSON,35.9638333,-86.8169936
BK4576851,TN,WILLIAMSON,35.9509054,-86.8165424
BT6954538,TN,WILLIAMSON,35.9660895,-86.8127669
BC8847444,TN,WILLIAMSON,35.9520331,-86.8295855
BM8308341,TN,WILLIAMSON,35.9564678,-86.8328162
BS6465694,TN,WILLIAMSON,35.9422893,-86.818582
BR5292381,TN,WILLIAMSON,35.9957932,-86.8856134
BE5292381,TN,WILLIAMSON,35.9957932,-86.8856134
BR5676703,TN,ROANE,36.0325915,-84.32543
BF6468878,TN,ROANE,36.036385,-84.33066
AR1870131,TN,ROANE,36.0370033,-84.3317872
FM1205269,TN,KNOX,36.0348175,-84.1329183
AE5445297,TN,KNOX,36.0348175,-84.1329183
FM2997116,TN,KNOX,36.0348175,-84.1329183
BW9677913,TN,BEDFORD,35.4954677,-86.4578913
BW5451822,TN,BEDFORD,35.5131566,-86.4520543
FG1775406,TN,BEDFORD,35.4857766,-86.4459462
BR5292329,TN,BEDFORD,35.4886087,-86.4586559
BE5292329,TN,BEDFORD,35.4886087,-86.4586559
BB9217515,TN,BEDFORD,35.487428800000004,-86.4482824
BK8689462,TN,BEDFORD,35.4972105,-86.457629
BW8779514,TN,SHELBY,35.8712815,-88.549749
BF4872378,TN,SHELBY,35.9178207,-88.5101326
BK6220949,TN,SHELBY,35.8661247,-88.5527374
FF1660403,TN,SHELBY,35.8666125,-88.552762
AB4277580,TN,CARTER,36.342606,-82.2402235
BW5451858,TN,CARTER,36.349316,-82.2450878
AR2647672,TN,CARTER,36.3470353,-82.243008
AU5863546,TN,CARTER,36.3456298,-82.2378929
BR2604622,TN,CARTER,36.3514469,-82.234518
BT3934886,TN,CARTER,36.3509213,-82.2358128
BR5145378,TN,CARTER,36.339606,-82.207768
BC9720699,TN,BRADLEY,35.1929286,-84.8719607
BW5384920,TN,BRADLEY,35.2021755,-84.848811
AC8239851,TN,BRADLEY,35.1918166,-84.8843555
BK2611576,TN,BRADLEY,35.206231,-84.8475077
FC1894371,TN,BRADLEY,35.1897577,-84.8650185
BC3864849,TN,BRADLEY,35.1918166,-84.8843555
BT5812602,TN,BRADLEY,35.1930119,-84.8619647
AR1744069,TN,BRADLEY,35.1403116,-84.8719806
BW9518145,TN,BRADLEY,35.1280736,-84.8653442
AS8105404,TN,BRADLEY,35.130818,-84.857938
BB5933610,TN,BRADLEY,35.1298887,-84.866013
FC3534559,TN,BRADLEY,35.130656,-84.859476
BR7402061,TN,BRADLEY,35.2106467,-84.8567117
BE7402061,TN,BRADLEY,35.2106467,-84.8567117
FT0704545,TN,BRADLEY,35.216758,-84.8657202
BW5384893,TN,CHEATHAM,36.2479399,-87.032599
BW7505069,TN,CAMPBELL,36.3499123,-84.1566624
BR6947545,TN,CAMPBELL,36.3368517,-84.1735786
BW5384982,TN,CAMPBELL,36.3361768,-84.1786403
BT7052044,TN,CAMPBELL,36.3358863,-84.1739493
FF1898684,TN,CAMPBELL,36.3472653,-84.1585995
BT5734606,TN,CAMPBELL,36.3831747,-84.1190838
BM2564385,TN,CAMPBELL,36.3888135,-84.1115983
FT1135385,TN,COCKE,35.952646,-83.199958
AT5998933,TN,COCKE,35.952646,-83.199958
BW5451997,TN,COCKE,35.9441317,-83.212116
FC2182133,TN,CARROLL,36.0409,-88.24607
BF5595890,TN,CARROLL,36.1237837,-88.5191366
AR1225855,TN,CARROLL,36.1186695,-88.5208371
AR6430172,TN,CROCKETT,35.7112609,-89.0873425
BT1612806,TN,CROCKETT,35.7317519,-89.0684262
AM6221321,TN,CROCKETT,35.7120326,-89.0892436
AB0396451,TN,CHESTER,35.4392861,-88.6406802
BF3231646,TN,CHESTER,35.432911,-88.6486301
BD6259508,TN,CHESTER,35.4425314,-88.6621245
BC8782763,TN,CHESTER,35.4412106,-88.6424323
FC0249599,TN,CHESTER,35.4392861,-88.6406802
BR5104942,TN,DAVIDSON,36.2188629,-86.8375096
BR8121131,TN,DAVIDSON,36.2588873,-86.6575452
FC0838651,TN,DAVIDSON,36.2650789,-86.66404
BE8121131,TN,DAVIDSON,36.2588873,-86.6575452
BH0689440,TN,DAVIDSON,36.2476732,-86.7212476
AS0408989,TN,DAVIDSON,36.2379477,-86.7263911
BW9178523,TN,DAVIDSON,36.2688255,-86.7565176
BW9514313,TN,COFFEE,35.4759788,-86.0820288
AC0400325,TN,CLAIBORNE,36.443159,-83.5980288
FW0777435,TN,CLAIBORNE,36.4463936,-83.5878134
AR9434046,TN,CLAIBORNE,36.4453602,-83.5858167
BR4669125,TN,COFFEE,35.3743927,-86.2235291
BT0553188,TN,COFFEE,35.3562122,-86.2196215
BK6790631,TN,COFFEE,35.3851521,-86.2352219
BW5451911,TN,COFFEE,35.3881106,-86.2389546
AP0406240,TN,CROCKETT,35.7846018,-89.1171605
FF0567086,TN,CROCKETT,35.7899639,-89.134653
FC2325529,TN,CROCKETT,35.792198,-89.1421359
BA6259899,TN,CROCKETT,35.792198,-89.1421359
AD0393722,TN,ANDERSON,36.2194444,-84.1548385
AH4659085,TN,ANDERSON,36.2212703,-84.1575897
FW0817140,TN,ANDERSON,36.1697344,-84.0868813
FW1051921,TN,ANDERSON,36.1612967,-84.0907659
BR5292418,TN,DAVIDSON,36.1738199,-86.7907627
BE5292418,TN,DAVIDSON,36.1738199,-86.7907627
AF8153556,TN,DAVIDSON,36.1759006,-86.794099
BC0390360,TN,DAVIDSON,36.1572389,-86.7706041
AW0408268,TN,DAVIDSON,36.1641552,-86.780391
BM1411038,TN,DAVIDSON,36.1537093,-86.7994752
BS6943143,TN,DAVIDSON,36.1541791,-86.8012018
BA6383070,TN,DECATUR,35.6773188,-88.118543
AF2843301,TN,DECATUR,35.6525815,-88.1273185
AB0391211,TN,DECATUR,35.649907,-88.127115
BF4009456,TN,DECATUR,35.6569922,-88.127212599999993
BA8202614,TN,DECATUR,35.6618287,-88.1218806
FC3490808,TN,DECATUR,35.649907,-88.127115
BW6716712,TN,HAWKINS,36.4689847,-82.8536925
FS1672028,TN,HAWKINS,36.4687198,-82.8534822
FB3424847,TN,HAWKINS,36.4687198,-82.8534822
BW6616075,TN,DICKSON,36.0720833,-87.3786692
BK0664626,TN,DICKSON,36.0765159,-87.3711573
BR6476433,TN,DICKSON,36.0709117,-87.3794446
AK8942713,TN,DICKSON,36.0792261,-87.3753351
BE6476433,TN,DICKSON,36.0709117,-87.3794446
AD1450042,TN,DICKSON,36.0715733,-87.375322
BN9578521,TN,DYER,36.1098914,-89.2781583
BM5088655,TN,DYER,36.1130282,-89.2633882
AN9757519,TN,DYER,36.1098914,-89.2781583
AS9137806,TN,FAYETTE,35.245002,-89.3497843
BB2183806,TN,FENTRESS,36.431482,-84.9419768
BM7690476,TN,FENTRESS,36.4278254,-84.9353673
FW0378097,TN,FENTRESS,36.4265972,-84.9247587
BW5384994,TN,FENTRESS,36.4262302,-84.9220768
BB6141840,TN,FRANKLIN,35.2677488,-86.1272997
BB2409438,TN,FRANKLIN,35.1959884,-86.0998998
BR5157385,TN,FRANKLIN,35.201788,-86.0949252
BF5370197,TN,FRANKLIN,35.2029935,-86.0950844
BW9518169,TN,FRANKLIN,35.2053582,-86.0949114
AK2026842,TN,FRANKLIN,35.2046531,-86.0922515
BW5384754,TN,FRANKLIN,35.2178808,-86.1029358
FM1845253,TN,GRAINGER,36.3450549,-83.2934509
BD5103116,TN,GRAINGER,36.3421995,-83.2787175
BW5452002,TN,GREENE,36.1876449,-82.7594915
AA6144098,TN,GREENE,36.1465597,-82.8461251
BR0305208,TN,GREENE,36.146977,-82.8481599
FW0991059,TN,GREENE,36.1534642,-82.849338
FA2626553,TN,GREENE,36.146884,-82.8459459
AC0401315,TN,HAMILTON,35.0104258,-85.2204042
BW8729824,TN,HAMILTON,35.0085358,-85.2051089
FC2771245,TN,HAMILTON,35.0272413,-85.2003397
BF9038793,TN,GRUNDY,35.2375036,-85.8536618
BW7609538,TN,HAMBLEN,36.2062775,-83.3190629
BR3734402,TN,HAMBLEN,36.2049389,-83.2868471
FB2330948,TN,HAMBLEN,36.2029232,-83.3085141
BM9087544,TN,HAMBLEN,36.213071,-83.2933668
BM9083813,TN,HAMBLEN,36.213071,-83.2933668
BC3491723,TN,HAMBLEN,36.2083032,-83.3075068
BG9375519,TN,HAMBLEN,36.2125122,-83.3032224
BM3491711,TN,HAMBLEN,36.2115784,-83.3043986
BG3686031,TN,HAMBLEN,36.2125122,-83.3032224
BM8527674,TN,HAMBLEN,36.2125739,-83.303656
FF2232673,TN,HAMBLEN,36.2360154,-83.242906
BD7420514,TN,HAMILTON,35.3663706,-85.1176459
AR1278008,TN,HAMILTON,35.2378326,-85.1992405
BW9899949,TN,HAMILTON,35.2371502,-85.1982286
BW5451769,TN,HAMILTON,35.234886,-85.199443
BM7499610,TN,HAMILTON,35.200555,-85.1578608
BR5157412,TN,HAMILTON,35.200555,-85.1578608
BR5292153,TN,HAMILTON,35.1540924,-85.198512
BR4327931,TN,HAMILTON,35.1987599,-85.1590354
BE5292153,TN,HAMILTON,35.1540924,-85.198512
BC6646472,TN,HAMILTON,35.1229092,-85.2384052
FB0812556,TN,HAMILTON,35.1450509,-85.2203233
FP1091052,TN,HAMILTON,35.1472841,-85.2073751
BR4333807,TN,HAMILTON,35.1413871,-85.2296279
BT9442687,TN,HAMILTON,35.1461284,-85.2521751
BW9846594,TN,HAMILTON,35.0633012,-85.3083709
BM8143137,TN,HAMILTON,35.0338414,-85.2671012
BE5103142,TN,HAMILTON,35.0503315,-85.2616561
BM5038903,TN,HAMILTON,35.0410165,-85.2605241
BW7189156,TN,HAMILTON,35.0135037,-85.3261411
BR4800947,TN,HAMILTON,35.0098588,-85.3259053
BR5292292,TN,HAMILTON,35.0162828,-85.3235971
BB9442714,TN,HAMILTON,35.0100645,-85.3265155
BE5292292,TN,HAMILTON,35.0162828,-85.3235971
BW8420286,TN,HAMILTON,34.9871057,-85.2875239
BW9897717,TN,HAMILTON,35.0944978,-85.3318748
AR8577946,TN,HAMILTON,35.098639,-85.3289687
BE5103154,TN,HAMILTON,35.123552,-85.3018505
AK1218331,TN,HAMILTON,35.0982654,-85.3252404
